experiment_id,lambda_joint_soft_group,decoder_name,cohort,matrix_type,true_label,pred_label,count,row_sum,row_percent
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,stage,2,0,24,34,0.7058823529411765
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,stage,2,1,0,34,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hebei,stage,2,2,10,34,0.29411764705882354
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,stage,0,0,42,51,0.8235294117647058
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,stage,0,1,0,51,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,stage,0,2,9,51,0.17647058823529413
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,stage,1,0,19,20,0.95
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,stage,1,1,0,20,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,stage,1,2,1,20,0.05
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,stage,2,0,101,150,0.6733333333333333
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,stage,2,1,0,150,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL,stage,2,2,49,150,0.32666666666666666
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,stage,0,0,38,47,0.8085106382978723
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,stage,0,1,0,47,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,stage,0,2,9,47,0.19148936170212766
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,stage,1,0,17,18,0.9444444444444444
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,stage,1,1,0,18,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,stage,1,2,1,18,0.05555555555555555
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,stage,2,0,90,138,0.6521739130434783
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,stage,2,1,0,138,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,hfirstALL_have_bmi,stage,2,2,48,138,0.34782608695652173
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,stage,0,0,1076,1466,0.7339699863574352
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,stage,0,1,0,1466,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,stage,0,2,390,1466,0.2660300136425648
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,stage,1,0,115,191,0.6020942408376964
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,stage,1,1,0,191,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,stage,1,2,76,191,0.39790575916230364
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,stage,2,0,597,2224,0.26843525179856115
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,stage,2,1,0,2224,0.0
grandBatch128_jointsoft_00,joint_ce_off,decoder_non_qwk,internal,stage,2,2,1627,2224,0.7315647482014388
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,stage,0,0,304,419,0.7255369928400954
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,stage,0,1,75,419,0.17899761336515513
grandBatch128_jointsoft_00,joint_ce_off,decoder_temp_ev_macro_f1,handan,stage,0,2,40,419,0.0954653937947494
